NULL;2,00;27;95;801;786;699;698;746;212;13/10/2021 3:02:51 p. m.
NULL;2,00;27;95;794;780;693;693;740;227;13/10/2021 3:02:57 p. m.
NULL;2,00;27;95;827;812;721;720;770;216;13/10/2021 3:03:02 p. m.
NULL;2,00;27;95;826;811;720;719;769;221;13/10/2021 3:03:08 p. m.
